Longitude,Latitude,Anomaly_Score,eTh_Raw,RTP_Raw
368526.99599322473,4255842.058330265,-0.03244235994557787,249,68.44962
386376.99599322473,4279342.058330265,-0.03239283436205209,244,253.02016
343826.99599322473,4285042.058330265,-0.03239283436205209,244,251.69441
367326.99599322473,4252742.058330265,-0.03230275232362856,244,249.0
318426.99599322473,4240842.058330265,-0.03230275232362856,244,249.0
378526.99599322473,4266692.058330265,-0.03230275232362856,244,249.0
362826.99599322473,4303592.058330265,-0.03230275232362856,244,249.0
381026.99599322473,4275892.058330265,-0.03230275232362856,244,249.13663
379126.99599322473,4278492.058330265,-0.03230275232362856,244,249.0
382926.99599322473,4290642.058330265,-0.03226078126224541,249,38.734646
332526.99599322473,4288292.058330265,-0.032250503905382644,249,44.220478
345026.99599322473,4283842.058330265,-0.03217764118549882,249,242.99345
384676.99599322473,4273442.058330265,-0.03217764118549882,249,243.0
340726.99599322473,4262442.058330265,-0.03216736515979057,249,244.84853
348776.99599322473,4269292.058330265,-0.03216736515979057,249,243.45126
